2;265;PERSIA 2019 - DOMAINE DE FONDRECHE;19.80;14.5;750;Rhône
2;265;CÔTE-RÔTIE - CHAMPIN LE SEIGNEUR 2018 - JEAN-MICHEL GERIN;42.00;14;750;Rhône
2;265;CHÂTEAUNEUF DU PAPE - LES SINARDS 2018 - PERRIN ET FILS;34.90;14.5;750;Rhône
2;265;PIC SAINT LOUP 2019 - CHÂTEAU LA ROQUE;14.99;14;750;Languedoc-Roussillon
2;265;COTES DU RHONE LOU RAIOL 2018 - 3 SAINTS - CELLIER DES GORGES DE L’ARDÈCHE;7.50;14.5;750;Rhône
2;266;SOTANUM 2018 - LES VINS DE VIENNE;35.50;14;750;Rhône
2;267;CHATEAU DE L'ENGARRAN 2017;15.00;14.5;750;Languedoc-Roussillon
2;267;FORTIS 2018 - STEPHANE MONTEZ DU MONTEILLET;47.50;14;750;Rhône
2;267;SILEX 2017 - TERRES PLURIELLES;16.99;14.5;750;Languedoc-Roussillon
2;267;BROUILLY - REVERDON 2019 - CHÂTEAU THIVIN;16.90;13;750;Beaujolais
2;268;ROSSO 2016 - VILLA ANTINORI - ANTINORI;23.90;13.5;750;Italie
1;268;AMPELOMERYX BLANC 2019 - DOMAINE PELLEHAUT;10.75;13;750;Sud-Ouest
2;268;CROZES HERMITAGE - PETITE RUCHE 2018 - M. CHAPOUTIER;19.50;13.5;750;Rhône
2;268;CHATEAU LESTAGE SIMON 2016 - CRU BOURGEOIS;17.00;14.5;750;Bordeaux
1;268;TABURNUM 2018 - LES VINS DE VIENNE;35.00;14;750;Rhône
1;268;ARBOIS VIN JAUNE 2011 - DOMAINE ROLET ET FILS;43.00;14;620;Jura
2;269;CAMIÑO REAL 2018 - GUÍMARO;22.50;13;750;Espagne
2;269;CROZES-HERMITAGE 2018 - E. GUIGAL;16.50;14;750;Rhône
2;269;CHATEAU PAPE CLEMENT 2016;115.00;14;750;Bordeaux
2;270;SAINT CHINIAN 2019 - LES TERROIRS - CALMEL & JOSEPH;12.80;13.5;750;Languedoc-Roussillon
2;271;OMENALDI 2018 - CAVE D'IROULEGUY;15.90;13.5;750;Sud-Ouest
1;271;ROUSSANNE VIEILLES VIGNES 2019 - CHATEAU DE BEAUCASTEL;150.00;14;750;Rhône
2;271;COUDOULET DE BEAUCASTEL 2018 - FAMILLE PERRIN;24.00;14.5;750;Rhône
2;271;KRESSMANN MONOPOLE ROUGE 2018;9.90;14.5;750;Bordeaux
2;271;L'APPEL DES SEREINES 2018 - FRANCOIS VILLARD;13.99;13;750;Vin de France
1;271;RULLY BLANC 2018 - LOUIS JADOT;22.90;13;750;Bourgogne
2;271;FLOR DE PINGUS 2018 - DOMINIO DE PINGUS;119.00;14.5;750;Espagne
3;271;ROSE - COTES DU RHONE 2019 - E. GUIGAL;10.90;14;750;Rhône
1;271;SANCERRE LA COTE DES MONTS DAMNES 2018 - HENRI BOURGEOIS;28.90;13.5;750;Loire
2;272;SAINT JOSEPH SANS SULFITES AJOUTES - EXPLORATION 2019 - CAVE DE TAIN;17.90;14;750;Rhône
1;272;ROUSSETTE 2019 - DOMAINE DU CHÂTEAU DE LA VIOLETTE;12.90;13;750;Savoie-Bugey
1;272;SANCERRE BLANC LES CALCAIRES 2018 - DOMAINE LUCIEN CROCHET;21.00;14.5;750;Loire
2;272;CHÂTEAUNEUF DU PAPE TRADITION 2018 - CHATEAU DE LA GARDINE;34.90;15;750;Rhône
1;272;CHIGNIN-BERGERON 2019 - DOMAINE PASCAL ET BENJAMIN RAVIER;14.90;12.5;750;Savoie-Bugey
2;272;CROZES-HERMITAGE GUER VAN 2017 - YANNICK ALLENO & MICHEL CHAPOUTIER;22.90;14;750;Rhône
2;272;MONTE GATÚN RIOJA 2019 - ARIZCUREN BODEGA Y VIÑEDOS;23.70;13;750;Espagne
2;272;LE SEUIL DE MAZEYRES 2018 - SECOND VIN DU CHATEAU MAZEYRES;22.95;13.5;750;Bordeaux
2;272;CHATEAU LANESSAN 2016;19.90;13.5;750;Bordeaux
2;273;PATRIMONIO E CROCE ROUGE 2017 - DOMAINE YVES LECCIA;21.90;13.5;750;Corse
1;274;SAINT ROMAIN BLANC 2019 - ALAIN GRAS;22.50;13;750;Bourgogne
2;274;CHATEAU DU CEDRE 2018;17.50;13.5;750;Sud-Ouest
1;274;MEURSAULT 1ER CRU - PERRIERES 2018 - CHÂTEAU DE MEURSAULT;84.90;13.5;750;Bourgogne
1;275;LA GRANDE CUVEE BLANC 2018 - DOMAINE LAFAGE;21.00;13;750;Languedoc-Roussillon
3;275;TAVEL - LA DAME ROUSSE 2019 - DOMAINE DE LA MORDOREE;14.90;14.5;750;Rhône
1;275;HERMITAGE BLANC 2018 - E. GUIGAL;37.90;14;750;Rhône
2;275;CIGALUS 2019 - GERARD BERTRAND;31.00;15.5;750;Languedoc-Roussillon
1;275;MARANGES 1ER CRU - LA FUSSIERE 2019 - DOUDET-NAUDIN;29.90;14;750;Bourgogne
2;276;DOMAINE DE L'AURAGE 2018;45.00;15;750;Bordeaux
2;277;BEAUJOLAIS - COEUR DE VENDANGES 2019 - DOMAINES CHERMETTE (VISSOUX);14.90;13.5;750;Beaujolais
2;277;SECRET DE FRONTON 2018;9.90;13.5;750;Sud-Ouest
3;277;TÊTE DE BELIER ROSE 2020 - CHATEAU PUECH HAUT;22.50;13.5;750;Languedoc-Roussillon
3;277;MAGNUM - SYMPHONIE ROSE 2020 - CRU CLASSE - CHATEAU SAINTE MARGUERITE;41.00;12.5;1500;Provence-Alpes-Côte d'Azur
1;277;POUILLY FUISSE - CLOS REYSSIE 2018 - DOMINIQUE CORNIN;29.90;13;750;Bourgogne
1;277;LE PETIT VIOGNIER 2019 - STEPHANE MONTEZ DU MONTEILLET;19.90;15;750;Rhône
1;277;SAUVIGNON 2020 - DOMAINE DE FERRANT;9.90;13.5;750;Sud-Ouest
1;277;MEURSAULT 2018 - LOUIS JADOT;43.90;13;750;Bourgogne
2;278;NEGROAMARO 2019 - MESSAPI;10.90;14;750;Italie
2;278;MERCUREY 1ER CRU LES COMBINS 2018 - DOMAINE MICHEL JUILLOT;29.90;13;750;Bourgogne
1;278;MOULIN DES DAMES 2019 - CHÂTEAU TOUR DES GENDRES;21.95;14.5;750;Sud-Ouest
2;278;VOLCAE 2017 - MAS DES VOLQUES;12.90;15.5;750;Rhône
3;278;BANDOL ROSE 2019 - DOMAINE DE FREGATE;17.00;13.5;750;Provence-Alpes-Côte d'Azur
1;278;CUVEE MEL 2018 - QUATRE CEPAGES NOBLES - MELANIE PFISTER;20.00;13.5;750;Alsace
2;278;CHATEAU LABEGORCE 2017;33.00;13;750;Bordeaux
2;279;BARBARESCO BORDINI 2017 - FONTANABIANCA;36.50;14;750;Italie
2;279;CHATEAU LE SARTRE 2015;22.00;13.5;750;Bordeaux
2;280;LA COTE 2019 - CHATEAU DE LA NEGLY;13.70;14;750;Languedoc-Roussillon
2;280;ROUGE 2018 - DOMAINE DE LA BEGUDE;27.90;13.8;750;Provence-Alpes-Côte d'Azur
1;280;RIESLING FEINHERB DEMI-SEC 2019 - DR. THANISCH;11.90;12.5;750;Allemagne
1;281;MACON VILLAGE 2020 - DOMAINE DES CÔTEAUX VAL LAMARTINIEN - CLOSERIE DES ALISIERS;11.90;13;750;Bourgogne
1;281;RIESLING GRAND CRU SCHOENENBOURG - GYPSE 2019 - DOMAINE JULIEN SCHAAL;20.90;13.5;750;Alsace
1;281;RIESLING GRAND CRU RANGEN - VOLCANIQUE 2019 - DOMAINE JULIEN SCHAAL;30.00;13.5;750;Alsace
2;282;LA LYKIA ROUGE 2018 - LA CLAPE - VINS GUILLAUME GANGLOFF;16.20;13.5;750;Languedoc-Roussillon
2;282;CUTIO ROUGE 2018 - J. NAVASCUES ENOLOGIA;8.90;14.5;750;Espagne
2;282;LANGUEDOC 2019 - MATHILDE CHAPOUTIER SELECTION;10.60;14.5;750;Languedoc-Roussillon
1;282;LES ONDINES 2018 - DOMAINE DES TROTTIERES;11.99;12;750;Loire
2;282;CHATEAUNEUF DU PAPE 2019 - LA BASTIDE SAINT DOMINIQUE;27.90;15;750;Rhône
3;282;MIRAFLORS GALLICA 2020 - DOMAINE LAFAGE;13.90;13;750;Languedoc-Roussillon
2;282;SAINT JOSEPH 2018 - E. GUIGAL;18.50;14.5;750;Rhône
1;282;CHARDONNAY 2020 - CELLIER DES DEMOISELLES;6.90;13;750;Languedoc-Roussillon
2;282;CHATEAU LA GAFFELIERE 2018 - 1ER GRAND CRU CLASSE B;79.90;14.5;750;Bordeaux
2;282;LA DEMOISELLE DE LAVABRE 2018 - CHATEAU LAVABRE BY CHATEAU PUECH HAUT;19.95;15.5;750;Languedoc-Roussillon
2;282;EMMA ZUCCARDI BONARDA 2016 - FAMILIA ZUCCARDI;29.90;13.5;750;Argentine
2;282;CHATEAU RICHEBON 2016;25.00;14;750;Bordeaux
1;282;RHINO CHENIN BLANC 2020 - TUSSOCK JUMPER;8.90;13.5;750;Afrique du Sud
2;283;HERMON ROUGE 2020 - GAMLA GOLAN HEIGHTS WINERY;14.90;14;750;Israël
2;284;VIEILLES VIGNES 2014 - CHATEAU BOUSCASSE;28.50;13.5;750;Sud-Ouest
1;285;BOUZERON 2018 - LOUIS JADOT;18.90;12.5;750;Bourgogne
1;285;VOUVRAY SEC 2019 - CLOS NAUDIN;22.50;13.7;750;Loire
1;285;GRANITE 2018 - DOMAINE DE L'ÉCU;17.50;12;750;Loire
1;285;MEURSAULT - LE MEIX SOUS LE CHÂTEAU 2019 - AEGERTER PÈRE ET FILS;45.50;13;750;Bourgogne
2;285;CROZES HERMITAGE - LE CLOS 2018 - DELAS;33.90;14;750;Rhône
3;285;CUVEE PRESTIGE 2020 - DOMAINE DES FERAUD;14.40;12.5;750;Provence-Alpes-Côte d'Azur
2;285;BEAUNE 1ER CRU - CLOS DES COUCHEREAUX 2015 - LOUIS JADOT;39.90;13.5;750;Bourgogne
2;285;MOULIN A VENT 2018 - CHATEAU DES JACQUES;22.90;13.5;750;Beaujolais
1;285;SANCERRE 2019 - PASCAL BALLAND;16.90;13.5;750;Loire
2;285;COMTE DES CLOS 2019;5.70;13;750;Bordeaux
2;286;CLOS DE LOLOL ROUGE 2016 - HACIENDA ARAUCANO;21.90;14;750;Chili
1;286;VINTNER'S RESERVE CHARDONNAY 2019 - KENDALL JACKSON;22.99;14;750;Etats-Unis
1;286;KROONPOORT BLANC 2018;12.50;13.5;750;Afrique du Sud
2;286;VINTNER'S RESERVE ZINFANDEL 2016 - KENDALL JACKSON;22.90;14.5;750;Etats-Unis
1;286;VENTOUX BLANC 2020 - DOMAINE DE JU;7.90;13;750;Rhône
1;286;SAINT VERAN 2019 - JOSEPH DROUHIN;18.90;13.5;750;Bourgogne
2;286;CHATEAU CHASSE-SPLEEN 2018;40.00;13.5;750;Bordeaux
2;286;CHATEAU SOCIANDO-MALLET 2018;35.00;14.5;750;Bordeaux
2;286;CHATEAU LA VERRIERE 2018;13.90;14;750;Bordeaux
1;286;PINOT BLANC RESERVE PARTICULIERE 2020 - HENRI EHRHART;9.50;13;750;Alsace
1;286;CORTON CHARLEMAGNE GRAND CRU 2019 - RAPET PERE & FILS;99.00;13.5;750;Bourgogne
1;286;PULIGNY MONTRACHET - LES REUCHAUX BLANC 2018 - DOMAINE CHANZY;49.00;13.5;750;Bourgogne
2;286;MERCUREY 1ER CRU - CLOS DU ROY ROUGE 2018 - DOMAINE CHANZY;29.00;13;750;Bourgogne
1;286;CHATEAU DOISY DAENE 2015 - 2EME CRU CLASSE;46.95;13.5;750;Bordeaux
2;286;LE CLEMENTIN DE PAPE CLEMENT 2013 - SECOND VIN DU CHATEAU PAPE-CLEMENT;29.90;12.5;750;Bordeaux
1;286;SAINT VERAN 2020 - CHÂTEAU DE LA GREFFIÈRE;15.50;13;750;Bourgogne
2;286;LES VIGNES OUBLIEES 2019 - JEAN-BAPTISTE GRANIER;22.50;14.5;750;Languedoc-Roussillon
2;286;CHATEAU LAGREZETTE 2016 - CHATEAU LAGREZETTE;29.00;15;750;Sud-Ouest
2;286;CHATEAU PIBARNON 2017;35.00;14.5;750;Provence-Alpes-Côte d'Azur
1;286;CHABLIS 1ER CRU - LES FOURCHAUMES VIEILLES VIGNES 2018 - DOMAINE LAROCHE;37.00;12.5;750;Bourgogne
3;286;L'EXCELLENCE CRU CLASSE 2020 - CHÂTEAU SAINT-MAUR;21.95;13.5;750;Provence-Alpes-Côte d'Azur
2;286;MON P'TIT PITHON 2020 - DOMAINE OLIVIER PITHON;10.00;13;750;Languedoc-Roussillon
2;286;SIXTUS 2019 - LES VIGNOBLES DE SEYSSUEL - LOUIS CHEZE;19.90;14;750;Rhône
3;286;CHATEAU DE SELLE 2020 - DOMAINES OTT;24.90;14;750;Provence-Alpes-Côte d'Azur
3;286;LES HAUTES TERRES ROSE 2020 - MOULIN DE LA ROQUE;14.95;13.5;750;Provence-Alpes-Côte d'Azur
3;286;CHATEAU ROMASSAN 2020 - DOMAINES OTT;24.90;13.5;750;Provence-Alpes-Côte d'Azur
6;;KNOCKANDO SLOW MATURED 18 ANS - EN ETUI;52.50;43;700;Ecosse,Speyside
6;;CAOL ILA 12 ANS - EN ETUI;47.90;43;700;Ecosse,Islay
11;;COGNAC GRANDE CHAMPAGNE DELAMAIN - PALE & DRY X.O - EN ETUI;120.00;40;700;France,Charente
9;;MAGNUM PASTIS RICARD et DOSEUR;53.90;45;1500;France
6;;GLENMORANGIE 18 ANS - EN ETUI;89.00;43;700;Ecosse,Highlands
6;;ABERLOUR A BUNADH - EN ETUI;68.90;59.2;700;Ecosse,Speyside
16;;ABSINTHE SUPERIEURE PERNOD;45.90;68;700;France
6;;BM NUMERO 2 - BLACK MOUNTAIN - EN ETUI;44.00;40;700;France
17;;COLLECTION - 1968 - CHATEAU DE LAUBADE;165.00;40;500;France,Sud-Ouest
11;;COGNAC COURVOISIER VSOP EN ETUI;49.99;40;700;France,Charente
6;;CARDHU 12 ANS SINGLE MALT - EN ETUI;40.90;40;700;Ecosse,Speyside
7;;GIN G'VINE FLORAISON;37.90;40;700;France,Charente
6;;CARDHU 18 ANS SINGLE MALT - EN ETUI;72.90;40;700;Ecosse,Speyside
6;;WOODFORD RESERVE BOURBON DOUBLE OAKED - EN ÉTUI;52.00;43.2;700;Etats-Unis
6;;WHISKY FRANCAIS G.ROZELIEURES - ORIGINE COLLECTION - EN ÉTUI;46.00;40;700;France,Lorraine
18;;TAWNY 30 ANS - RAMOS PINTO - EN ETUI;94.90;20;750;Portugal
5;;RHUM ZACAPA EDICION NEGRA - EN ETUI;69.00;43;700;Guatemala
5;;RHUM DICTADOR 12 ANS;45.90;40;700;Colombie
6;;SINGLETON OF DUFFTOWN 12 ANS;33.00;40;700;Ecosse
6;;WHISKY P&M - SINGLE MALT SIGNATURE;54.90;42;700;France,Corse
5;;BUMBU - DISTILLERIE BUMBU;40.90;40;700;Caraïbes
9;;PONTARLIER-ANIS A L'ANCIENNE - DISTILLERIE GUY;29.90;45;1000;France
9;;COFFRET PASTIS HENRI BARDOUIN + 2 VERRES;35.50;45;700;France
7;;GIN BIO - DISTILLERIE LACHANENCHE;38.00;40;700;France
19;;LIMONCELLO BIO - DISTILLERIE LACHANENCHE;18.50;25;500;France
20;;OUISKI - HEPP - EN ETUI;36.00;40;700;France,Alsace
14;;CHARTREUSE MOF - CUVÉE DES MEILLEURS OUVRIERS DE FRANCE - SANS ETUI;50.90;45;700;France
6;;WHISKY FRANCAIS EVADÉ - SINGLE MALT - EN ETUI;39.90;40;700;France
10;;LA MENTHEUSE - LES CREMES D'ANTAN;21.00;15;700;France,Languedoc-Roussillon
13;286;RIVESALTES GRANDE RESERVE 1979 - VIGNOBLES DOM BRIAL;55.30;16;750;Languedoc-Roussillon
2;286;CHATEAU CALET 2012;9.90;13.5;750;Bordeaux
2;286;CHATEAU CANTEMERLE 2012 - 5EME CRU CLASSE;29.95;13;750;Bordeaux
2;287;DOMINUS ESTATE 2014;249.00;14.5;750;Etats-Unis
1;287;PINOT GRIS GRAND CRU KESSLER 2014 - DOMAINE SCHLUMBERGER;21.90;12;750;Alsace
2;287;LES FIEFS DE LAGRANGE 2014 - SECOND VIN DU CHATEAU LAGRANGE;24.90;13;750;Bordeaux
2;287;LE CLOS DU PIC 2016 - CHATEAU PUECH HAUT;64.90;15;750;Languedoc-Roussillon
1;287;PINOT GRIS SÉLECTION DE GRAINS NOBLES SCHOFWEG 2015 - DOMAINE FERNAND ENGEL;37.99;11.8;500;Alsace
1;287;PRESTIGE BLANC 2017 - DOMAINE DE LA JANASSE;69.90;15;750;Rhône
1;287;CHASSAGNE MONTRACHET 1ER CRU LES CHENEVOTTES 2015 - CHANSON PERE ET FILS;86.00;13.5;750;Bourgogne
1;288;LES TROIS SCHISTES 2015 - DOMAINE DE MONTGILET;29.90;11;750;Loire
1;288;CHÂTEAU COUHINS-LURTON 2014;29.90;13;750;Bordeaux
2;288;CLOS DES CISTES 2003 - DOMAINE PEYRE ROSE;81.90;14.5;750;Languedoc-Roussillon
2;288;L'ALCHIMISTE BLACK EDITION 2016 - CHATEAU SAINT JEAN D'AUMIERES;27.40;14;750;Languedoc-Roussillon
1;288;RIESLING CUVEE FREDERIC EMILE 2011 - DOMAINE TRIMBACH;49.90;14;750;Alsace
2;288;CHATEAU COS LABORY 2015 - 5EME CRU CLASSE;33.90;13.5;750;Bordeaux
1;289;LES VIEUX CLOS 2018 - VIGNOBLES DE LA COULEE DE SERRANT;39.90;15;750;Loire
2;289;CHATEAU LAFON ROCHET 2016 - 4EME CRU CLASSE;54.90;13.5;750;Bordeaux
2;289;CHATEAU PHELAN SEGUR 2016;49.50;13.5;750;Bordeaux
2;289;CHATEAU LYNCH-MOUSSAS 2015 - 5EME CRU CLASSE;39.95;13.5;750;Bordeaux
2;290;PENFOLDS - BIN 28 KALIMNA SHIRAZ 2016;36.90;14.5;750;Australie
1;290;CLOS DES LUNES "LUNE D'ARGENT" 2017;13.40;13;750;Bordeaux
2;290;POMMARD VIEILLES VIGNES 2017 - VINCENT LATOUR;39.99;13;750;Bourgogne
2;290;MADIRAN ODE D'AYDIE 2016 - CHATEAU D'AYDIE;13.75;14;750;Sud-Ouest
1;291;PRIMA PERLA BLANC - SAINT HILAIRE - DOMAINES PAUL MAS;11.50;12.5;750;Languedoc-Roussillon
2;291;SYRAH - DOMAINE LES CHIRATS 2016 - YVES CUILLERON & JEFF COHN;49.90;15.2;750;Etats-Unis
2;292;CHÂTEAU DUBARD BEL-AIR 2016;15.90;14;750;Bordeaux
2;293;VOLNAY 1ER CRU LES CAILLERETS 2017 - ANCIENNE CUVEE CARNOT - BOUCHARD PERE ET FILS;68.90;13.5;750;Bourgogne
1;293;CHATEAU RAYMOND-LAFON 2010;37.00;13.5;750;Bordeaux
1;293;CHATEAU CARBONNIEUX 2014 - CRU CLASSE DE GRAVES;33.90;13;750;Bordeaux
1;293;CHABLIS 1er CRU MONT DE MILIEU 2017 - DOMAINE DU CHARDONNAY;25.90;13;750;Bourgogne
2;293;LADY LAROZE 2015 - SECOND VIN DU CHATEAU LAROZE;23.75;13;750;Bordeaux
2;293;MILLESIME 1980 - MAS AMIEL;64.70;16;750;Languedoc-Roussillon
2;294;SYRARE 2016 - DOMAINE GALLETY;52.00;14;750;Rhône
2;294;L'EMOTION DE MAUVESIN BARTON 2015;14.50;13.3;750;Bordeaux
2;295;IRANCY - LES CAILLES 2017 - DOMAINE DES REMPARTS;14.90;12.5;750;Bourgogne
1;296;CHATEAUNEUF DU PAPE BLANC 2018 - CLOS DE L'ORATOIRE DES PAPES;40.00;13.5;750;Rhône
1;296;ARCANE 2018 - CHATEAU DE FOSSE-SECHE;21.00;14;750;Loire
1;296;VIRE-CLESSE 2017 - CHANSON PÈRE ET FILS;17.00;13;750;Bourgogne
1;297;CLOS DE LA BERGERIE 2018 - VIGNOBLES DE LA COULEE DE SERRANT;43.90;15.5;750;Loire
1;297;LE HAUT LIEU PREMIERE TRIE 2003 - DOMAINE HUET;71.90;12.5;750;Loire
1;297;ARBOIS SAVAGNIN 2016 - CHATEAU BETHANIE;18.50;14;750;Jura
1;298;MARESTEL TRADITION 2017 - DOMAINE EUGENE CARREL & FILS;16.00;13;750;Savoie-Bugey
2;299;TESTAMATTA 2016 - BIBI GRAETZ;98.00;14;750;Italie
2;299;RÉSERVE FRANCIS COURSELLE 2016 - CHÂTEAU THIEULEY;14.25;13;750;Bordeaux
1;299;MEURSAULT - LES CLOUS 2017 - VINCENT GIRARDIN;54.90;13;750;Bourgogne
1;299;CHABLIS 2018 - DOMAINE DU CHARDONNAY;18.50;12.5;750;Bourgogne
2;299;CHATEAU LAFON ROCHET 2015 - 4EME CRU CLASSE;46.90;13.5;750;Bordeaux
1;299;CORTON CHARLEMAGNE GRAND CRU 2016 - AEGERTER PÈRE ET FILS;139.00;13;750;Bourgogne
1;299;FURMINT SEC "T" 2018 - PAJZOS;11.50;12.5;750;Hongrie
1;299;CHABLIS 1ER CRU FOURCHAUME 2018 - DOMAINE DES MALANDES;28.50;13;750;Bourgogne
2;299;CHATEAU DU GLANA 2014;28.95;14;750;Bordeaux
2;299;MOULIN A VENT 2018 - JEAN-PAUL BRUN - DOMAINE DES TERRES DOREES;15.50;12.5;750;Beaujolais
1;299;VOUVRAY MOELLEUX - PLAN DE JEAN 2018 - DOMAINE DES AUBUISIERES;14.90;12.5;750;Loire
2;300;HERITAGE "AN 1886" - LES ASPRES 2017 - GERARD BERTRAND;12.50;14.5;750;Languedoc-Roussillon
1;301;QUINCY 2019 - DOMAINE JM SORBE;14.50;13.5;750;Loire
2;302;TANNAT RESERVA 2017 - BODEGA GARZON;18.90;14.5;750;Uruguay
2;302;SEGLA 2009 - SECOND VIN DE CHÂTEAU RAUZAN SEGLA;43.00;14;750;Bordeaux
2;303;GIVRY ROUGE 2018 - CHANSON PÈRE ET FILS;23.50;12.5;750;Bourgogne
2;303;RIVESALTES PRIMAGE 2015 - CHATEAU LES PINS;14.90;15.5;750;Languedoc-Roussillon
2;304;CHATEAU REAUT 2016;15.90;14;750;Bordeaux
2;305;CROZES HERMITAGE - LES HAUTS DU FIEF 2017 - CAVE DE TAIN;23.00;14;750;Rhône
2;305;NUITS SAINT GEORGES - RÉSERVE PERSONNELLE 2018 - AEGERTER PÈRE ET FILS;39.99;13;750;Bourgogne
1;306;BERGERIE DE L HORTUS BLANC 2019 - DOMAINE DE L HORTUS;13.90;13;750;Languedoc-Roussillon
1;306;ANGE D'OR SAUTERNES 2018 - DOURTHE;18.65;13;750;Bordeaux
2;307;CHAMBERTIN GRAND CRU CUVEE HERITIERS LATOUR 2013 - LOUIS LATOUR;165.00;14;750;Bourgogne
2;307;LES PIERRES DORÉES 2018 - LOUIS LATOUR;18.99;13;750;Bourgogne
2;307;COTE-RÔTIE - LE COMBARD 2016 - DOMAINE JULIEN BARGE;52.90;12.5;750;Rhône
1;307;PATRIMONIO BLANC E CROCE 2019 - DOMAINE YVES LECCIA;23.90;13.5;750;Corse
1;307;POUILLY FUISSE - TETE DE CRU LE CLOS DES PROUGES 2018 - DOMAINE J.A. FERRET;33.90;13;750;Bourgogne
2;307;ALPILLES ROUGE 2018 - DOMAINE DE VALDITION;9.50;13.5;750;Provence-Alpes-Côte d'Azur
1;308;POUILLY FUME 2019 - CHATEAU DE TRACY;22.00;13.5;750;Loire
1;308;SAINT AUBIN 1ER CRU - MURGERS DENTS DE CHIEN 2017 - FRANCOIS CARILLON;49.90;13.5;750;Bourgogne
1;308;SAUVIGNON 2019 - DOMAINE TARIQUET;6.50;12;750;Sud-Ouest
1;308;POUILLY VINZELLES LES QUARTS 2018 - LA SOUFRANDIERE;35.90;13.5;750;Bourgogne
2;308;MARANGES 1ER CRU - LA FUISSIERE 2018 - DOMAINE BERTRAND BACHELET;33.90;13;750;Bourgogne
2;308;MEURSAULT ROUGE 2016 - DOMAINE PRIEUR BRUNET;32.50;13;750;Bourgogne
2;309;SANTENAY 1ER CRU - MALADIERE 2016 - DOMAINE PRIEUR BRUNET;33.90;13;750;Bourgogne
2;309;HERMITAGE - DOMAINE DES TOURETTES 2016 - MAISON DELAS FRERES;52.90;14;750;Rhône
2;310;COLLIOURE ROUGE 2018 - LES CLOS DE PAULILLES;16.00;15;750;Languedoc-Roussillon
2;310;CHATEAU CHASSE-SPLEEN 2014;35.50;13.5;750;Bordeaux
2;310;CUVEE DOMAINE 2019 - DOMAINE ROCHES NEUVES THIERRY GERMAIN;14.00;13.5;750;Loire
2;310;COLLIOURE L'ORIENTAL 2018 - DOMAINE DE LA RECTORIE;19.00;15.5;750;Languedoc-Roussillon
2;310;ALTOSUR MALBEC 2019 - FINCA SOPHENIA;12.50;14;750;Argentine
3;310;BANDOL ROSE 2019 - DOMAINE DE LA BEGUDE;18.00;12.5;750;Provence-Alpes-Côte d'Azur
1;311;LE CLOS DE GRAND PERE 2018 - LA SOUFRANDIERE;25.50;13;750;Bourgogne
2;311;COTES-DU-RHONE COLLECTION BIO 2019 - M. CHAPOUTIER;12.50;14.5;750;Rhône
1;311;DEMI BOUTEILLE - CHATEAU RIEUSSEC 2015 - 1ER GRAND CRU CLASSE;37.00;14;375;Bordeaux
1;312;MEURSAULT - LES CLOUS 2018 - BOUCHARD PERE ET FILS;37.50;13;750;Bourgogne
1;313;ROUSSETTE DE SAVOIE 2019 - DOMAINE JEAN PERRIER & FILS;12.50;12;750;Savoie-Bugey
2;314;TORUS 2016 - ALAIN BRUMONT;9.90;13.5;750;Sud-Ouest
2;314;CÔTE DE BROUILLY 2019 - JEAN-CLAUDE LAPALU;18.90;13;750;Beaujolais
2;;ARGALI ROUGE 2018 - CHÂTEAU PUECH HAUT;14.50;13;750;Vin de France
1;;ARGALI BLANC 2019 - CHÂTEAU PUECH HAUT;14.50;12;750;Vin de France
2;314;MINERVOIS TRADITION 2019 - CHATEAU CABEZAC;9.99;14.5;750;Languedoc-Roussillon
1;314;VIEILLES VIGNES BLANC 2018 - DOMAINE DU CLOS DES FEES;25.00;14.5;750;Languedoc-Roussillon
2;314;JULIENAS - LES CLOCHERS 2019 - VIGNERONS DE BEL AIR;9.90;13;750;Beaujolais
1;314;CLOS DU BOURG VOUVRAY SEC 2018 - DOMAINE HUET;31.90;13.5;750;Loire
2;314;CHATEAU DAUGAY 2016;29.95;14;750;Bordeaux
1;314;SAUVIGNON 2019 - RETHORE DAVY;8.75;13;750;Loire
2;314;LES PAGODES DE COS 2017 - SECOND VIN DU CHATEAU COS D'ESTOURNEL;43.00;13;750;Bordeaux
2;314;CROZES HERMITAGE LE ROUVRE 2018 - YANN CHAVE;26.00;14;750;Rhône
2;314;CHÂTEAU LA FLEUR PEYRABON 2016;32.00;13.5;750;Bordeaux
2;314;CHÂTEAU MAZEYRES 2016;33.50;13.5;750;Bordeaux
2;314;CHATEAU GLORIA 2017;38.90;13.5;750;Bordeaux
2;314;CAPRICE DU TEMPS - PIC SAINT LOUP 2018 - VINS GUILLAUME GANGLOFF;17.80;14;750;Languedoc-Roussillon
2;314;PINOT NOIR 2019 - LA PETITE PERRIERE - LA PERRIERE;8.90;13.5;750;Vin de France
2;314;CROZES-HERMITAGE - DOMAINE DE THALABERT 2018 - MAISON PAUL JABOULET AINE;32.90;14;750;Rhône
2;314;GRAN RESERVA 904 2011 - LA RIOJA ALTA;45.00;14.5;750;Espagne
2;315;LA CIAUDE 2018 - DOMAINE ANNE GROS ET JEAN-PAUL TOLLOT;24.60;14.5;750;Languedoc-Roussillon
1;316;MACON VILLAGES 2019 - JOSEPH DROUHIN;15.50;13;750;Bourgogne
1;316;MAGNUM LES VIGNES DE BILA HAUT BLANC 2017 - DOMAINE DE BILA HAUT;19.50;13.5;1500;Languedoc-Roussillon
