id_produit;id_type;id_label;nom;prix;degre;volume;origine
691;2;249;CHATEAU FERRIERE 2016;44.9;13.5;750;Bordeaux
692;2;249;MARQUIS DE MONS 2016 - SECOND VIN DU CHÂTEAU LA TOUR DE MONS;19.2;13.5;750;Bordeaux
693;2;249;LA CROIX DE BEAUCAILLOU 2016 - SECOND VIN DE CHÂTEAU DUCRU-BEAUCAILLOU;55;13.5;750;Bordeaux
694;1;249;HERMITAGE - CHANTE ALOUETTE 2017 - M. CHAPOUTIER;57.5;14;750;Rhône
695;2;249;CHATEAU LAGRANGE 2015 - 3EME CRU CLASSE;49.5;13.5;750;Bordeaux
696;2;249;CLOS DU MARQUIS 2015;58.5;13.5;750;Bordeaux
697;1;249;JURANCON 2016 - DOMAINE UROULAT;19.9;13;750;Sud-Ouest
698;1;249;CHÂTEAU LA LOUVIERE 2014;29.9;13;750;Bordeaux
699;1;250;GROS MANSENG DOUX 2018 - DOMAINE ALAIN BRUMONT;8.9;12;750;Sud-Ouest
700;2;250;POMMARD 1ER CRU 2017 - BOUCHARD PERE ET FILS;54.9;13;750;Bourgogne
701;1;250;MUSCADET SEVRE ET MAINE SUR LIE 2018 - DOMAINE DES SABLONS;8.65;12;750;Loire
702;1;250;CONDRIEU LES GRANDES CHAILLEES 2018 - STEPHANE MONTEZ DU MONTEILLET;31;14;750;Rhône
703;2;250;LES MEGALITHES 2018 - DOMAINE BERTRAND-BERGE;16.9;14.5;750;Languedoc-Roussillon
704;2;250;CHATEAU COS D'ESTOURNEL 2014 - SECOND CRU CLASSE;139;14;750;Bordeaux
705;2;250;CHATEAU GISCOURS 2016 - 3EME CRU CLASSE;75;13.5;750;Bordeaux
706;2;250;PERNAND VERGELESSES 1ER CRU - CLOS DE LA CROIX DE PIERRE 2017 - LOUIS JADOT;34.9;13;750;Bourgogne
707;2;250;CHATEAU GRAND-PUY DUCASSE 2015 - 5EME CRU CLASSE;49.9;14;750;Bordeaux
708;3;250;TAVEL 2019 - E. GUIGAL;11.2;14;750;Rhône
709;1;250;CONDRIEU - DEPONCINS 2018 - DOMAINE FRANCOIS VILLARD;43;13.5;750;Rhône
710;2;250;BEAUNE FÈVES 1ER CRU 2017 - CHATEAU DE MEURSAULT;49.9;13.5;750;Bourgogne
711;2;250;CHÂTEAU PEDESCLAUX 2015 - CINQUIÈME CRU CLASSE;44.5;13.5;750;Bordeaux
712;2;251;SANTENAY 2018 - LOUIS LATOUR;27.5;13;750;Bourgogne
713;2;251;ALION 2016 - VEGA SICILIA;79;15;750;Espagne
714;2;252;JULIENAS VIEILLES VIGNES 2018 - DOMAINE DES CHERS;12.5;13.5;750;Beaujolais
715;1;252;CHABLIS 1ER CRU VAILLONS 2017 - MAISON SIMONNET FEBVRE;26.5;13;750;Bourgogne
716;1;252;VIOGNIER 2018 - LOUIS LATOUR;12.9;13.5;750;Rhône
717;1;252;MADEMOISELLE DE T 2019 - CHATEAU DE TRACY;17.8;13.5;750;Loire
718;1;252;COTES-DU-RHONE BLANC COLLECTION BIO 2019 - M. CHAPOUTIER;12.5;14;750;Rhône
719;2;252;LIRAC - LA DAME ROUSSE 2018 - DOMAINE DE LA MORDOREE;18.9;14.5;750;Rhône
720;2;252;CHASSAGNE-MONTRACHET 2018 - DOMAINE BERTRAND BACHELET;34.9;14;750;Bourgogne
721;1;253;SAINT AUBIN 1ER CRU - EN REMILLY 2018 - DOMAINE BERTRAND BACHELET;44.5;13;750;Bourgogne
722;2;254;FIGARI ROUGE 2018 - CLOS CANARELLI;26.9;13.5;750;Corse
723;1;254;CHABLIS 1ER CRU MONT DE MILIEU 2018 - DOMAINE BILLAUD-SIMON;44.9;13;750;Bourgogne
724;1;254;POUILLY FUISSE - LES PLESSYS 2017 - DOMINIQUE CORNIN;29.9;13;750;Bourgogne
725;2;254;ESPRIT DE CHEVALIER 2016 - SECOND VIN DU DOMAINE DE CHEVALIER;27.5;13;750;Bordeaux
726;1;254;MUSCAT DE RIVESALTES - GRAIN DE VIGNE 2019 - DOMAINE LAFAGE;12.5;15;500;Languedoc-Roussillon
727;2;255;GAMARET COEUR DE CLÉMENCE 2017 - LA CAVE DE GENÈVE;21.9;13.5;750;Suisse
728;1;255;SAINT JOSEPH BLANC 2019 - DOMAINE COURBIS;22;13;750;Rhône
729;2;255;PINOT NOIR CUVÉE FERNAND 2018 - DOMAINE FERNAND ENGEL;13.5;14.5;750;Alsace
730;2;255;CHASSAGNE-MONTRACHET VILLAGES 2018 - DOMAINE FONTAINE GAGNARD;35.9;13;750;Bourgogne
731;2;255;CROZES HERMITAGE - CAP NORD 2018 - DOMAINE LAURENT COMBIER;30;14.5;750;Rhône
732;2;255;DOMAINE DE MOULIN-POUZY CLASSIQUE 2018;7.95;14.5;750;Sud-Ouest
733;2;255;L'AUTAN MINERVOIS BIO 2019 - CHATEAU MARIS;12.5;14;750;Languedoc-Roussillon
734;2;255;PESSAC-LEOGNAN DE CHEVALIER 2017;17.5;13.5;750;Bordeaux
735;2;255;BAROLO 2016 - CERETTO;63.9;14.5;750;Italie
736;2;255;REMEAGE ROUGE 2018 - LES VINS DE VIENNE;10;13.5;750;Vin de France
737;2;255;CÔTE-RÔTIE - LES BECASSES 2018 - M. CHAPOUTIER;49.9;13.5;750;Rhône
738;2;255;CUVEE DOMAINE ROUGE 2019 - DOMAINE DE FONDRECHE;11.5;14.5;750;Rhône
739;2;256;VIEILLES VIGNES 2017 - DOMAINE GAUBY;33;13;750;Languedoc-Roussillon
740;1;256;POUILLY FUISSE - LE CLOS 2018 - CHATEAU FUISSE;49.99;13.5;750;Bourgogne
741;2;256;CHÂTEAU LA CROIX ROMANE 2018;22.9;13.5;750;Bordeaux
742;2;256;CÔTE RÔTIE - CHAMPON'S 2018 - DOMAINE STEPHANE PICHAT;35.9;14.5;750;Rhône
743;2;256;COTE ROTIE - LES GRANDES PLACES 2018 - DOMAINE STEPHANE PICHAT;59;14.5;750;Rhône
744;2;257;MONTHELIE 2018 - DOMAINE POTINET-AMPEAU;18.9;13;750;Bourgogne
745;2;257;LA QUARANTIEME 2017 - CHATEAU PUECH HAUT;96.9;15;750;Languedoc-Roussillon
746;2;257;INITIAL 2017 - MAS AMIEL;16.6;15;750;Languedoc-Roussillon
747;1;257;VINTAGE BLANC 2019 - MAS AMIEL;20;15;750;Languedoc-Roussillon
748;2;257;CERSIUS ROUGE 2018 - ALMA CERSIUS;9.4;13.5;750;Languedoc-Roussillon
749;1;257;CHARDONNAY RESERVA 2019 ESCUDO ROJO - BARON PHILIPPE DE ROTHSCHILD;16.9;13.5;750;Chili
750;1;257;RESERVE 2018 - DOMAINE TARIQUET;7.5;12;750;Sud-Ouest
751;1;258;SAINT-PERAY - FLEUR DE CRUSSOL 2018 - DOMAINE ALAIN VOGE;32.9;14.5;750;Rhône
752;2;258;BRUNELLO DI MONTALCINO 2015 - FATTORIA DEI BARBI;39.9;15;750;Italie
753;2;259;CLOS D'ORA 2017 - GERARD BERTRAND;190;15.5;750;Languedoc-Roussillon
754;2;259;DSM - DOMAINE SOUS LA MONTAGNE VIN D'ALTITUDE 2017 - JEFF CARREL ET SEBASTIEN CALDUCH;13.9;14;750;Languedoc-Roussillon
755;2;259;CHÂTEAU LAROQUE 2018;42.5;14.5;750;Bordeaux
756;1;259;PINOT GRIS - GRAND CRU ALTENBERG DE BERHEIM 2011 - GUSTAVE LORENTZ;24.95;14;750;Alsace
757;2;260;TANDEM 2018 - DOMAINE DES OULED THALEB - ALAIN GRAILLOT & JACQUES POULAIN;19.99;13.5;750;Maroc
758;2;260;MOULIN A VENT BIO 2019 - DOMAINE RICHARD ROTTIERS;18.5;13;750;Beaujolais
759;1;261;CHARDONNAY 2019 - RETHORE DAVY;8.75;13;750;Loire
760;2;262;PETITE SIRAH 2017 - L.A. CETTO;9.9;14;750;Mexique
761;2;263;THE STUMP JUMP RED BLEND 2016 - D'ARENBERG;12.9;14.5;750;Australie
762;1;263;DOURTHE NUMERO 1 - BLANC - 2019;8.6;12.5;750;Bordeaux
763;2;263;VENTOUX - LES GELINOTTES 2019 - ALAIN JAUME;8.9;13.5;750;Rhône
764;1;264;DOMAINE DE L'AIGLE CHARDONNAY 2019 - GERARD BERTRAND;15.9;14.5;750;Languedoc-Roussillon
765;2;264;ARBOUSSA 2018 - TERRES PLURIELLES;12.8;14.5;750;Languedoc-Roussillon
766;2;265;CHATEAU CLOS DU ROY 2018;19.9;15;750;Bordeaux
767;2;265;RUBELLIS 2019 - CHATEAU BORDE ROUGE;10.9;14.5;750;Languedoc-Roussillon
768;2;265;CHATEAU TOUR DES GENDRES CLASSIQUE 2019;9.8;13;750;Sud-Ouest
769;2;265;TERRASSES DU LARZAC 2018 - LES CRUS - CALMEL & JOSEPH;15.5;13.5;750;Languedoc-Roussillon
770;1;265;SAINT JOSEPH - RO REE BLANC 2019 - DOMAINE LOUIS CHEZE;20.9;14;750;Rhône
771;2;265;LES HAUTES GARRIGUES 2018 - DOMAINE SANTA DUC;46;14;750;Rhône
772;1;265;VIOGNIER 2019 - LES JAMELLES;8.95;13.5;750;Languedoc-Roussillon
773;1;265;CHASSAGNE MONTRACHET 1ER CRU - LA GRANDE MONTAGNE 2018 - LOUIS LATOUR;58.9;13.5;750;Bourgogne
774;1;265;ENTRE-DEUX-MERS 2019 - CHATEAU TURCAUD;8.9;13.5;750;Bordeaux
775;1;265;POUILLY FUISSE - TRILOGIE DE TERROIR 2019 - CLOSERIE DES ALISIERS;19.9;13;750;Bourgogne
776;1;265;LE TOURNEBRIDE 2019 - VINCENT GAUDRY;18;13.5;750;Loire
777;2;265;PERSIA 2019 - DOMAINE DE FONDRECHE;19.8;14.5;750;Rhône
778;2;265;CÔTE-RÔTIE - CHAMPIN LE SEIGNEUR 2018 - JEAN-MICHEL GERIN;42;14;750;Rhône
779;2;265;CHÂTEAUNEUF DU PAPE - LES SINARDS 2018 - PERRIN ET FILS;34.9;14.5;750;Rhône
780;2;265;PIC SAINT LOUP 2019 - CHÂTEAU LA ROQUE;14.99;14;750;Languedoc-Roussillon
781;2;265;COTES DU RHONE LOU RAIOL 2018 - 3 SAINTS - CELLIER DES GORGES DE L’ARDÈCHE;7.5;14.5;750;Rhône
782;2;266;SOTANUM 2018 - LES VINS DE VIENNE;35.5;14;750;Rhône
783;2;267;CHATEAU DE L'ENGARRAN 2017;15;14.5;750;Languedoc-Roussillon
784;2;267;FORTIS 2018 - STEPHANE MONTEZ DU MONTEILLET;47.5;14;750;Rhône
785;2;267;SILEX 2017 - TERRES PLURIELLES;16.99;14.5;750;Languedoc-Roussillon
786;2;267;BROUILLY - REVERDON 2019 - CHÂTEAU THIVIN;16.9;13;750;Beaujolais
787;2;268;ROSSO 2016 - VILLA ANTINORI - ANTINORI;23.9;13.5;750;Italie
788;1;268;AMPELOMERYX BLANC 2019 - DOMAINE PELLEHAUT;10.75;13;750;Sud-Ouest
789;2;268;CROZES HERMITAGE - PETITE RUCHE 2018 - M. CHAPOUTIER;19.5;13.5;750;Rhône
790;2;268;CHATEAU LESTAGE SIMON 2016 - CRU BOURGEOIS;17;14.5;750;Bordeaux
791;1;268;TABURNUM 2018 - LES VINS DE VIENNE;35;14;750;Rhône
792;1;268;ARBOIS VIN JAUNE 2011 - DOMAINE ROLET ET FILS;43;14;620;Jura
793;2;269;CAMIÑO REAL 2018 - GUÍMARO;22.5;13;750;Espagne
794;2;269;CROZES-HERMITAGE 2018 - E. GUIGAL;16.5;14;750;Rhône
795;2;269;CHATEAU PAPE CLEMENT 2016;115;14;750;Bordeaux
796;2;270;SAINT CHINIAN 2019 - LES TERROIRS - CALMEL & JOSEPH;12.8;13.5;750;Languedoc-Roussillon
797;2;271;OMENALDI 2018 - CAVE D'IROULEGUY;15.9;13.5;750;Sud-Ouest
798;1;271;ROUSSANNE VIEILLES VIGNES 2019 - CHATEAU DE BEAUCASTEL;150;14;750;Rhône
799;2;271;COUDOULET DE BEAUCASTEL 2018 - FAMILLE PERRIN;24;14.5;750;Rhône
800;2;271;KRESSMANN MONOPOLE ROUGE 2018;9.9;14.5;750;Bordeaux
801;2;271;L'APPEL DES SEREINES 2018 - FRANCOIS VILLARD;13.99;13;750;Vin de France
802;1;271;RULLY BLANC 2018 - LOUIS JADOT;22.9;13;750;Bourgogne
803;2;271;FLOR DE PINGUS 2018 - DOMINIO DE PINGUS;119;14.5;750;Espagne
804;3;271;ROSE - COTES DU RHONE 2019 - E. GUIGAL;10.9;14;750;Rhône
805;1;271;SANCERRE LA COTE DES MONTS DAMNES 2018 - HENRI BOURGEOIS;28.9;13.5;750;Loire
806;2;272;SAINT JOSEPH SANS SULFITES AJOUTES - EXPLORATION 2019 - CAVE DE TAIN;17.9;14;750;Rhône
807;1;272;ROUSSETTE 2019 - DOMAINE DU CHÂTEAU DE LA VIOLETTE;12.9;13;750;Savoie-Bugey
808;1;272;SANCERRE BLANC LES CALCAIRES 2018 - DOMAINE LUCIEN CROCHET;21;14.5;750;Loire
809;2;272;CHÂTEAUNEUF DU PAPE TRADITION 2018 - CHATEAU DE LA GARDINE;34.9;15;750;Rhône
810;1;272;CHIGNIN-BERGERON 2019 - DOMAINE PASCAL ET BENJAMIN RAVIER;14.9;12.5;750;Savoie-Bugey
811;2;272;CROZES-HERMITAGE GUER VAN 2017 - YANNICK ALLENO & MICHEL CHAPOUTIER;22.9;14;750;Rhône
812;2;272;MONTE GATÚN RIOJA 2019 - ARIZCUREN BODEGA Y VIÑEDOS;23.7;13;750;Espagne
813;2;272;LE SEUIL DE MAZEYRES 2018 - SECOND VIN DU CHATEAU MAZEYRES;22.95;13.5;750;Bordeaux
814;2;272;CHATEAU LANESSAN 2016;19.9;13.5;750;Bordeaux
815;2;273;PATRIMONIO E CROCE ROUGE 2017 - DOMAINE YVES LECCIA;21.9;13.5;750;Corse
816;1;274;SAINT ROMAIN BLANC 2019 - ALAIN GRAS;22.5;13;750;Bourgogne
817;2;274;CHATEAU DU CEDRE 2018;17.5;13.5;750;Sud-Ouest
818;1;274;MEURSAULT 1ER CRU - PERRIERES 2018 - CHÂTEAU DE MEURSAULT;84.9;13.5;750;Bourgogne
819;1;275;LA GRANDE CUVEE BLANC 2018 - DOMAINE LAFAGE;21;13;750;Languedoc-Roussillon
820;3;275;TAVEL - LA DAME ROUSSE 2019 - DOMAINE DE LA MORDOREE;14.9;14.5;750;Rhône
821;1;275;HERMITAGE BLANC 2018 - E. GUIGAL;37.9;14;750;Rhône
822;2;275;CIGALUS 2019 - GERARD BERTRAND;31;15.5;750;Languedoc-Roussillon
823;1;275;MARANGES 1ER CRU - LA FUSSIERE 2019 - DOUDET-NAUDIN;29.9;14;750;Bourgogne
824;2;276;DOMAINE DE L'AURAGE 2018;45;15;750;Bordeaux
825;2;277;BEAUJOLAIS - COEUR DE VENDANGES 2019 - DOMAINES CHERMETTE (VISSOUX);14.9;13.5;750;Beaujolais
826;2;277;SECRET DE FRONTON 2018;9.9;13.5;750;Sud-Ouest
827;3;277;TÊTE DE BELIER ROSE 2020 - CHATEAU PUECH HAUT;22.5;13.5;750;Languedoc-Roussillon
828;3;277;MAGNUM - SYMPHONIE ROSE 2020 - CRU CLASSE - CHATEAU SAINTE MARGUERITE;41;12.5;1500;Provence-Alpes-Côte d'Azur
829;1;277;POUILLY FUISSE - CLOS REYSSIE 2018 - DOMINIQUE CORNIN;29.9;13;750;Bourgogne
830;1;277;LE PETIT VIOGNIER 2019 - STEPHANE MONTEZ DU MONTEILLET;19.9;15;750;Rhône
831;1;277;SAUVIGNON 2020 - DOMAINE DE FERRANT;9.9;13.5;750;Sud-Ouest
832;1;277;MEURSAULT 2018 - LOUIS JADOT;43.9;13;750;Bourgogne
833;2;278;NEGROAMARO 2019 - MESSAPI;10.9;14;750;Italie
834;2;278;MERCUREY 1ER CRU LES COMBINS 2018 - DOMAINE MICHEL JUILLOT;29.9;13;750;Bourgogne
835;1;278;MOULIN DES DAMES 2019 - CHÂTEAU TOUR DES GENDRES;21.95;14.5;750;Sud-Ouest
836;2;278;VOLCAE 2017 - MAS DES VOLQUES;12.9;15.5;750;Rhône
837;3;278;BANDOL ROSE 2019 - DOMAINE DE FREGATE;17;13.5;750;Provence-Alpes-Côte d'Azur
838;1;278;CUVEE MEL 2018 - QUATRE CEPAGES NOBLES - MELANIE PFISTER;20;13.5;750;Alsace
839;2;278;CHATEAU LABEGORCE 2017;33;13;750;Bordeaux
840;2;279;BARBARESCO BORDINI 2017 - FONTANABIANCA;36.5;14;750;Italie
841;2;279;CHATEAU LE SARTRE 2015;22;13.5;750;Bordeaux
842;2;280;LA COTE 2019 - CHATEAU DE LA NEGLY;13.7;14;750;Languedoc-Roussillon
843;2;280;ROUGE 2018 - DOMAINE DE LA BEGUDE;27.9;13.8;750;Provence-Alpes-Côte d'Azur
844;1;280;RIESLING FEINHERB DEMI-SEC 2019 - DR. THANISCH;11.9;12.5;750;Allemagne
845;1;281;MACON VILLAGE 2020 - DOMAINE DES CÔTEAUX VAL LAMARTINIEN - CLOSERIE DES ALISIERS;11.9;13;750;Bourgogne
846;1;281;RIESLING GRAND CRU SCHOENENBOURG - GYPSE 2019 - DOMAINE JULIEN SCHAAL;20.9;13.5;750;Alsace
847;1;281;RIESLING GRAND CRU RANGEN - VOLCANIQUE 2019 - DOMAINE JULIEN SCHAAL;30;13.5;750;Alsace
848;2;282;LA LYKIA ROUGE 2018 - LA CLAPE - VINS GUILLAUME GANGLOFF;16.2;13.5;750;Languedoc-Roussillon
849;2;282;CUTIO ROUGE 2018 - J. NAVASCUES ENOLOGIA;8.9;14.5;750;Espagne
850;2;282;LANGUEDOC 2019 - MATHILDE CHAPOUTIER SELECTION;10.6;14.5;750;Languedoc-Roussillon
851;1;282;LES ONDINES 2018 - DOMAINE DES TROTTIERES;11.99;12;750;Loire
852;2;282;CHATEAUNEUF DU PAPE 2019 - LA BASTIDE SAINT DOMINIQUE;27.9;15;750;Rhône
853;3;282;MIRAFLORS GALLICA 2020 - DOMAINE LAFAGE;13.9;13;750;Languedoc-Roussillon
854;2;282;SAINT JOSEPH 2018 - E. GUIGAL;18.5;14.5;750;Rhône
855;1;282;CHARDONNAY 2020 - CELLIER DES DEMOISELLES;6.9;13;750;Languedoc-Roussillon
856;2;282;CHATEAU LA GAFFELIERE 2018 - 1ER GRAND CRU CLASSE B;79.9;14.5;750;Bordeaux
857;2;282;LA DEMOISELLE DE LAVABRE 2018 - CHATEAU LAVABRE BY CHATEAU PUECH HAUT;19.95;15.5;750;Languedoc-Roussillon
858;2;282;EMMA ZUCCARDI BONARDA 2016 - FAMILIA ZUCCARDI;29.9;13.5;750;Argentine
859;2;282;CHATEAU RICHEBON 2016;25;14;750;Bordeaux
860;1;282;RHINO CHENIN BLANC 2020 - TUSSOCK JUMPER;8.9;13.5;750;Afrique du Sud
861;2;283;HERMON ROUGE 2020 - GAMLA GOLAN HEIGHTS WINERY;14.9;14;750;Israël
862;2;284;VIEILLES VIGNES 2014 - CHATEAU BOUSCASSE;28.5;13.5;750;Sud-Ouest
864;1;285;VOUVRAY SEC 2019 - CLOS NAUDIN;22.5;13.7;750;Loire
865;1;285;GRANITE 2018 - DOMAINE DE L'ÉCU;17.5;12;750;Loire
866;1;285;MEURSAULT - LE MEIX SOUS LE CHÂTEAU 2019 - AEGERTER PÈRE ET FILS;45.5;13;750;Bourgogne
867;2;285;CROZES HERMITAGE - LE CLOS 2018 - DELAS;33.9;14;750;Rhône
868;3;285;CUVEE PRESTIGE 2020 - DOMAINE DES FERAUD;14.4;12.5;750;Provence-Alpes-Côte d'Azur
869;2;285;BEAUNE 1ER CRU - CLOS DES COUCHEREAUX 2015 - LOUIS JADOT;39.9;13.5;750;Bourgogne
870;2;285;MOULIN A VENT 2018 - CHATEAU DES JACQUES;22.9;13.5;750;Beaujolais
871;1;285;SANCERRE 2019 - PASCAL BALLAND;16.9;13.5;750;Loire
872;2;285;COMTE DES CLOS 2019;5.7;13;750;Bordeaux
873;2;286;CLOS DE LOLOL ROUGE 2016 - HACIENDA ARAUCANO;21.9;14;750;Chili
874;1;286;VINTNER'S RESERVE CHARDONNAY 2019 - KENDALL JACKSON;22.99;14;750;Etats-Unis
875;1;286;KROONPOORT BLANC 2018;12.5;13.5;750;Afrique du Sud
876;2;286;VINTNER'S RESERVE ZINFANDEL 2016 - KENDALL JACKSON;22.9;14.5;750;Etats-Unis
877;1;286;VENTOUX BLANC 2020 - DOMAINE DE JU;7.9;13;750;Rhône
878;1;286;SAINT VERAN 2019 - JOSEPH DROUHIN;18.9;13.5;750;Bourgogne
879;2;286;CHATEAU CHASSE-SPLEEN 2018;40;13.5;750;Bordeaux
880;2;286;CHATEAU SOCIANDO-MALLET 2018;35;14.5;750;Bordeaux
881;2;286;CHATEAU LA VERRIERE 2018;13.9;14;750;Bordeaux
882;1;286;PINOT BLANC RESERVE PARTICULIERE 2020 - HENRI EHRHART;9.5;13;750;Alsace
883;1;286;CORTON CHARLEMAGNE GRAND CRU 2019 - RAPET PERE & FILS;99;13.5;750;Bourgogne
884;1;286;PULIGNY MONTRACHET - LES REUCHAUX BLANC 2018 - DOMAINE CHANZY;49;13.5;750;Bourgogne
885;2;286;MERCUREY 1ER CRU - CLOS DU ROY ROUGE 2018 - DOMAINE CHANZY;29;13;750;Bourgogne
886;1;286;CHATEAU DOISY DAENE 2015 - 2EME CRU CLASSE;46.95;13.5;750;Bordeaux
887;2;286;LE CLEMENTIN DE PAPE CLEMENT 2013 - SECOND VIN DU CHATEAU PAPE-CLEMENT;29.9;12.5;750;Bordeaux
888;1;286;SAINT VERAN 2020 - CHÂTEAU DE LA GREFFIÈRE;15.5;13;750;Bourgogne
889;2;286;LES VIGNES OUBLIEES 2019 - JEAN-BAPTISTE GRANIER;22.5;14.5;750;Languedoc-Roussillon
890;2;286;CHATEAU LAGREZETTE 2016 - CHATEAU LAGREZETTE;29;15;750;Sud-Ouest
891;2;286;CHATEAU PIBARNON 2017;35;14.5;750;Provence-Alpes-Côte d'Azur
892;1;286;CHABLIS 1ER CRU - LES FOURCHAUMES VIEILLES VIGNES 2018 - DOMAINE LAROCHE;37;12.5;750;Bourgogne
893;3;286;L'EXCELLENCE CRU CLASSE 2020 - CHÂTEAU SAINT-MAUR;21.95;13.5;750;Provence-Alpes-Côte d'Azur
894;2;286;MON P'TIT PITHON 2020 - DOMAINE OLIVIER PITHON;10;13;750;Languedoc-Roussillon
895;2;286;SIXTUS 2019 - LES VIGNOBLES DE SEYSSUEL - LOUIS CHEZE;19.9;14;750;Rhône
896;3;286;CHATEAU DE SELLE 2020 - DOMAINES OTT;24.9;14;750;Provence-Alpes-Côte d'Azur
897;3;286;LES HAUTES TERRES ROSE 2020 - MOULIN DE LA ROQUE;14.95;13.5;750;Provence-Alpes-Côte d'Azur
898;3;286;CHATEAU ROMASSAN 2020 - DOMAINES OTT;24.9;13.5;750;Provence-Alpes-Côte d'Azur
899;6;;KNOCKANDO SLOW MATURED 18 ANS - EN ETUI;52.5;43;700;Ecosse,Speyside
900;6;;CAOL ILA 12 ANS - EN ETUI;47.9;43;700;Ecosse,Islay
901;11;;COGNAC GRANDE CHAMPAGNE DELAMAIN - PALE & DRY X.O - EN ETUI;120;40;700;France,Charente
902;9;;MAGNUM PASTIS RICARD et DOSEUR;53.9;45;1500;France
903;6;;GLENMORANGIE 18 ANS - EN ETUI;89;43;700;Ecosse,Highlands
904;6;;ABERLOUR A BUNADH - EN ETUI;68.9;59.2;700;Ecosse,Speyside
905;16;;ABSINTHE SUPERIEURE PERNOD;45.9;68;700;France
906;6;;BM NUMERO 2 - BLACK MOUNTAIN - EN ETUI;44;40;700;France
907;17;;COLLECTION - 1968 - CHATEAU DE LAUBADE;165;40;500;France,Sud-Ouest
908;11;;COGNAC COURVOISIER VSOP EN ETUI;49.99;40;700;France,Charente
909;6;;CARDHU 12 ANS SINGLE MALT - EN ETUI;40.9;40;700;Ecosse,Speyside
910;7;;GIN G'VINE FLORAISON;37.9;40;700;France,Charente
911;6;;CARDHU 18 ANS SINGLE MALT - EN ETUI;72.9;40;700;Ecosse,Speyside
912;6;;WOODFORD RESERVE BOURBON DOUBLE OAKED - EN ÉTUI;52;43.2;700;Etats-Unis
913;6;;WHISKY FRANCAIS G.ROZELIEURES - ORIGINE COLLECTION - EN ÉTUI;46;40;700;France,Lorraine
914;18;;TAWNY 30 ANS - RAMOS PINTO - EN ETUI;94.9;20;750;Portugal
915;5;;RHUM ZACAPA EDICION NEGRA - EN ETUI;69;43;700;Guatemala
916;5;;RHUM DICTADOR 12 ANS;45.9;40;700;Colombie
917;6;;SINGLETON OF DUFFTOWN 12 ANS;33;40;700;Ecosse
918;6;;WHISKY P&M - SINGLE MALT SIGNATURE;54.9;42;700;France,Corse
919;5;;BUMBU - DISTILLERIE BUMBU;40.9;40;700;Caraïbes
920;9;;PONTARLIER-ANIS A L'ANCIENNE - DISTILLERIE GUY;29.9;45;1000;France
921;9;;COFFRET PASTIS HENRI BARDOUIN + 2 VERRES;35.5;45;700;France
922;7;;GIN BIO - DISTILLERIE LACHANENCHE;38;40;700;France
923;19;;LIMONCELLO BIO - DISTILLERIE LACHANENCHE;18.5;25;500;France
924;20;;OUISKI - HEPP - EN ETUI;36;40;700;France,Alsace
925;14;;CHARTREUSE MOF - CUVÉE DES MEILLEURS OUVRIERS DE FRANCE - SANS ETUI;50.9;45;700;France
926;6;;WHISKY FRANCAIS EVADÉ - SINGLE MALT - EN ETUI;39.9;40;700;France
927;10;;LA MENTHEUSE - LES CREMES D'ANTAN;21;15;700;France,Languedoc-Roussillon
928;13;286;RIVESALTES GRANDE RESERVE 1979 - VIGNOBLES DOM BRIAL;55.3;16;750;Languedoc-Roussillon
929;2;286;CHATEAU CALET 2012;9.9;13.5;750;Bordeaux
930;2;286;CHATEAU CANTEMERLE 2012 - 5EME CRU CLASSE;29.95;13;750;Bordeaux
931;2;287;DOMINUS ESTATE 2014;249;14.5;750;Etats-Unis
1984;7;;GIN THE DRUNKEN HORSE;41.9;42;500;Belgique
932;1;287;PINOT GRIS GRAND CRU KESSLER 2014 - DOMAINE SCHLUMBERGER;21.9;12;750;Alsace
933;2;287;LES FIEFS DE LAGRANGE 2014 - SECOND VIN DU CHATEAU LAGRANGE;24.9;13;750;Bordeaux
934;2;287;LE CLOS DU PIC 2016 - CHATEAU PUECH HAUT;64.9;15;750;Languedoc-Roussillon
935;1;287;PINOT GRIS SÉLECTION DE GRAINS NOBLES SCHOFWEG 2015 - DOMAINE FERNAND ENGEL;37.99;11.8;500;Alsace
936;1;287;PRESTIGE BLANC 2017 - DOMAINE DE LA JANASSE;69.9;15;750;Rhône
937;1;287;CHASSAGNE MONTRACHET 1ER CRU LES CHENEVOTTES 2015 - CHANSON PERE ET FILS;86;13.5;750;Bourgogne
938;1;288;LES TROIS SCHISTES 2015 - DOMAINE DE MONTGILET;29.9;11;750;Loire
939;1;288;CHÂTEAU COUHINS-LURTON 2014;29.9;13;750;Bordeaux
940;2;288;CLOS DES CISTES 2003 - DOMAINE PEYRE ROSE;81.9;14.5;750;Languedoc-Roussillon
941;2;288;L'ALCHIMISTE BLACK EDITION 2016 - CHATEAU SAINT JEAN D'AUMIERES;27.4;14;750;Languedoc-Roussillon
942;1;288;RIESLING CUVEE FREDERIC EMILE 2011 - DOMAINE TRIMBACH;49.9;14;750;Alsace
943;2;288;CHATEAU COS LABORY 2015 - 5EME CRU CLASSE;33.9;13.5;750;Bordeaux
944;1;289;LES VIEUX CLOS 2018 - VIGNOBLES DE LA COULEE DE SERRANT;39.9;15;750;Loire
945;2;289;CHATEAU LAFON ROCHET 2016 - 4EME CRU CLASSE;54.9;13.5;750;Bordeaux
